kr01c01            0.1         -0.1   1    200.000000000000   
kr01c02            0.3         -0.1   1    200.000000000000
kr01c03            0.5         -0.1   1    200.000000000000
kr01c04            0.7         -0.1   1    200.000000000000
kr01c05            0.9         -0.1   1    200.000000000000
kr01c06            1.1         -0.1   1    200.000000000000
kr01c07            1.3         -0.1   1    200.000000000000
kr01c08            1.5         -0.1   1    200.000000000000
kr01c09            1.7         -0.1   1    200.000000000000
kr01c10            1.9         -0.1   1    200.000000000000
kr01c11            2.1         -0.1   1    200.000000000000
kr01c12            2.3         -0.1   1    200.000000000000
kr01c13            2.5         -0.1   1    200.000000000000
kr01c14            2.7         -0.1   1    200.000000000000
kr01c15            2.9         -0.1   1    200.000000000000
kr01c16            3.1         -0.1   1    200.000000000000
kr01c17            3.3         -0.1   1    200.000000000000
kr01c18            3.5         -0.1   1    200.000000000000
kr01c19            3.7         -0.1   1    200.000000000000
kr01c20            3.9         -0.1   1    200.000000000000
kr01c21            4.1         -0.1   1    200.000000000000
kr01c22            4.3         -0.1   1    200.000000000000
kr01c23            4.5         -0.1   1    200.000000000000
kr01c24            4.7         -0.1   1    200.000000000000
kr01c25            4.9         -0.1   1    200.000000000000
kr01c26            5.1         -0.1   1    200.000000000000
kr01c27            5.3         -0.1   1    200.000000000000
kr01c28            5.5         -0.1   1    200.000000000000
kr01c29            5.7         -0.1   1    200.000000000000
kr01c30            5.9         -0.1   1    200.000000000000
kr01c31            6.1         -0.1   1    200.000000000000
kr01c32            6.3         -0.1   1    200.000000000000
kr01c33            6.5         -0.1   1    200.000000000000
kr01c34            6.7         -0.1   1    200.000000000000
kr01c35            6.9         -0.1   1    200.000000000000
kr01c36            7.1         -0.1   1    200.000000000000
kr01c37            7.3         -0.1   1    200.000000000000
kr01c38            7.5         -0.1   1    200.000000000000
kr01c39            7.7         -0.1   1    200.000000000000
kr01c40            7.9         -0.1   1    200.000000000000
kr01c41            8.1         -0.1   1    200.000000000000
kr01c42            8.3         -0.1   1    200.000000000000
kr01c43            8.5         -0.1   1    200.000000000000
kr01c44            8.7         -0.1   1    200.000000000000
kr01c45            8.9         -0.1   1    200.000000000000
kr01c46            9.1         -0.1   1    200.000000000000
kr01c47            9.3         -0.1   1    200.000000000000
kr01c48            9.5         -0.1   1    200.000000000000
kr01c49            9.7         -0.1   1    200.000000000000
kr01c50            9.9         -0.1   1    200.000000000000
kr01c51           10.1         -0.1   1    200.000000000000
kr01c52           10.3         -0.1   1    200.000000000000
kr01c53           10.5         -0.1   1    200.000000000000
kr01c54           10.7         -0.1   1    200.000000000000
kr01c55           10.9         -0.1   1    200.000000000000
kr01c56           11.1         -0.1   1    200.000000000000
kr01c57           11.3         -0.1   1    200.000000000000
kr01c58           11.5         -0.1   1    200.000000000000
kr01c59           11.7         -0.1   1    200.000000000000
kr01c60           11.9         -0.1   1    200.000000000000
kr02c01            0.1         -0.3   1    200.000000000000
kr02c02            0.3         -0.3   1    200.000000000000
kr02c03            0.5         -0.3   1    200.000000000000
kr02c04            0.7         -0.3   1    200.000000000000
kr02c05            0.9         -0.3   1    200.000000000000
kr02c06            1.1         -0.3   1    200.000000000000
kr02c07            1.3         -0.3   1    200.000000000000
kr02c08            1.5         -0.3   1    200.000000000000
kr02c09      
